242
342,257
498,357
536,353
757,716
766,653
769,542
1228,1205
1265,1127
1290,1090
1323,1079
1442,1357
1679,1560
1706,1353
1859,1765
1898,1741
2138,2091
2155,2038
2371,2330
2458,2323
2852,2742
2894,2875
3132,3123
3187,2978
3191,2955
3201,2739
3206,2585
3250,2522
3307,2521
3450,2517
3480,2491
3502,2235
3590,3575
3769,3711
3884,3875
4102,4093
4120,4023
4259,4216
4333,4295
4352,4211
4410,4399
4571,4421
4603,4187
4650,4008
4717,4658
4755,3867
4796,3807
4985,4860
5043,4856
5087,4803
5094,3801
5098,3705
5138,3700
5242,3677
5246,3625
5304,3600
5309,1974
5314,1947
5334,1903
5336,1328
5346,1059
5351,926
5474,886
5492,878
5508,869
5549,856
5984,5892
6034,5874
6087,5780
6214,6112
6254,5745
6740,6624
7018,6912
7035,6769
7074,6756
7190,6623
7191,6556
7229,7195
7676,7593
7716,7578
7990,7910
8017,7568
8177,8169
8279,8265
8286,8085
8287,8042
8291,7557
8397,8324
8417,8298
8573,8554
8575,8439
8594,7552
8753,8714
8761,7551
8977,8961
8989,8895
9025,8858
9099,8851
9202,9162
9294,9236
9526,9479
9591,9321
9614,9155
9669,8805
9693,8770
9705,7535
9914,9910
10083,10001
10138,10085
10249,10215
10331,10255
10500,10429
10571,10507
10646,10252
10735,10674
10932,10754
11036,10952
11040,10167
11042,10150
11066,9976
11077,9949
11084,9929
11413,11388
11533,11508
11774,11729
11820,11645
12429,12402
12564,12361
12658,12566
12999,12693
13014,12680
13027,12667
13028,12346
13044,12210
13439,13416
13542,13458
13555,13369
13560,13316
13638,13628
13667,13626
13785,13576
13893,13858
14008,13790
14014,13265
14018,13107
14070,14046
14138,14103
14161,13060
14187,12192
14221,12155
14446,14376
14500,14463
14652,14610
14689,14502
14857,14708
14866,14356
14882,14350
14903,14293
14960,12151
15010,14961
15180,15129
15213,15015
15217,12035
15237,12034
15625,15500
15707,15648
15734,15484
15743,15389
15873,15279
15889,15258
15891,15253
15926,11993
15930,11979
16061,15947
16062,11929
16081,11894
16090,11844
16130,11603
16240,16212
16259,11579
16441,16359
16493,16450
16523,16307
16583,11457
16591,11371
16599,11361
16604,11259
16619,11202
16622,11096
16637,9831
16735,16725
16964,16791
17005,16689
17045,16674
17055,9824
17066,7508
17114,7501
17295,17166
17298,17145
17347,7483
17412,17394
17480,17373
17512,17357
17529,7445
17566,7440
17823,17775
17838,17733
17859,17663
17902,17652
17935,17573
17960,7408
17964,7371
18048,7345
18158,7344
18175,7257
18219,7230
18231,6469
18237,6447
18312,6352
18340,6271
18358,5619
18367,814
18368,794
18396,254
18426,232
18434,196
18515,141
18751,18738
18864,18767
18879,18709
18917,18637
19031,18596
19200,19121
19228,19058
19290,18565
19320,18532
19344,137
19391,98
19424,67
19596,19492
19867,19746
19868,19728
19998,19704
