576
353,180
455,434
534,164
573,155
1013,883
1209,683
1213,651
1445,1291
2179,2075
4206,4156
4688,4539
4871,4867
5184,4778
6897,6657
7172,7068
7287,7283
7395,7278
7937,7919
7975,7857
7981,7848
8154,7756
8431,8387
8450,8385
8775,8709
8869,8691
8885,8603
9110,8497
9132,8371
9252,8281
9814,9726
9884,9707
9983,9640
10185,10151
10320,10292
10966,10798
11451,11417
11469,11339
12587,12466
12629,12465
12690,12361
12719,12278
12737,12206
12978,12871
13742,13643
13965,13862
13976,13822
14020,13987
14152,13791
14187,13633
15193,15033
15278,15252
15294,14955
15365,15322
15588,15462
16314,16094
16376,16061
17109,16932
17152,16918
17576,17486
17636,17392
17678,17353
17747,17737
18517,18411
18693,18606
19009,18844
19259,19128
19261,18825
19270,18338
19293,18292
19314,18264
20142,20091
20244,19908
20324,19782
20397,19657
20442,19597
20832,20573
20893,20536
21002,20515
21142,21113
21166,21089
21184,19566
21192,19543
21375,19400
21417,18194
21475,18190
21500,18086
21502,17922
21562,17916
21573,17910
22228,22070
22518,22330
22546,22307
22662,22659
22902,22635
23409,23393
23421,23239
23709,23546
23905,23820
23977,23781
24076,23768
24770,24597
24787,24783
25073,25038
25405,25399
25514,25514
25611,25602
25689,25633
26019,25842
26024,25797
26189,26101
26220,25760
26295,26268
26776,26746
27355,27348
27687,27639
28013,27872
28225,28154
28364,28355
28562,28552
28603,28601
28814,28262
28860,28226
28922,28868
28981,27828
29027,27798
29039,27752
29130,29062
29217,27740
29310,29289
29373,27461
29405,27432
29555,29421
29567,27316
29607,27302
29652,27224
29746,29708
30487,30245
30646,30614
30803,30776
30860,30812
30942,30920
31590,31449
31786,31644
31793,31632
32330,32146
32660,32578
33047,32969
33096,32711
33108,32661
33206,33113
33215,32403
33304,33296
33818,33571
33864,33391
33877,33380
34028,33355
34042,33308
34047,32402
34084,32369
34260,34221
34298,32144
34303,32051
34311,32008
34317,31850
34682,34620
34755,34712
34795,34781
34914,34600
34963,34588
35273,34529
35335,31797
35404,31440
35431,31400
35876,35753
36935,36555
36994,36315
37023,36300
37031,35981
37125,35596
37202,35539
37203,35483
37211,31357
37304,31325
37513,31319
37607,31306
37688,31304
37720,31238
38253,38082
38277,37827
38441,38427
38459,31122
38561,31118
38625,38595
38697,38669
38924,30946
38951,30869
39017,30750
39087,30492
39336,39182
39580,39092
39594,30236
39616,30078
39670,30055
40093,39977
40162,39855
40418,40281
40462,39794
40465,30035
40661,40541
40892,40724
40997,40488
41294,41016
41402,29943
41419,29880
41429,29674
41433,27209
41548,27122
41601,41566
41913,27046
42090,26970
42135,26961
42168,26916
42179,26886
42938,42575
42946,42524
43053,42473
43150,42320
43185,26822
43308,26629
43560,26592
43688,26587
43791,26550
44118,43889
44375,44189
44991,44822
44995,44442
45014,43858
45169,43849
45179,26402
45234,26386
46444,46383
46767,46637
47089,46918
47230,46773
47444,47336
47451,46583
47616,47510
48326,48223
48851,48706
49084,48983
49707,49700
50341,50045
50423,50028
50918,50738
50926,50025
51391,51043
51443,49778
51471,49641
51996,51754
52154,51587
52197,51513
52305,49634
52461,49626
53077,52560
53101,52509
53236,49556
53247,49534
53383,53269
53785,53584
53983,53974
54324,54171
54826,54670
55432,54932
55495,54633
55751,55662
55812,55545
56329,56294
56936,56390
57021,56330
57201,57124
57252,56061
57271,55944
58178,57657
58203,57591
58374,58289
58449,57588
58465,57557
58537,57528
58551,57385
58808,58587
59181,59045
59284,59191
59518,59458
59783,59708
59795,59649
60267,60163
60421,59993
60669,59868
60821,60695
60833,60687
60987,60679
61141,61013
61288,61278
61420,61142
61427,59435
61430,59432
61673,61515
61771,59379
61830,59333
61969,59326
62096,58961
62184,58580
63159,62896
63364,62486
63410,62369
63469,62352
63545,57329
63606,55855
63757,63630
63795,55544
63832,55514
63881,54602
64843,64742
64932,64527
64952,64941
65059,65019
65106,64430
65525,65188
9,64396
19,64247
139,64227
187,64170
944,64147
1578,64137
1611,64135
1645,63899
1791,54593
1863,54552
1970,54427
2110,54344
2213,54342
2342,54094
2352,53866
2386,53799
2499,53554
2532,53499
2681,49417
2696,49356
2806,49224
3106,48704
3126,48484
3283,48398
3419,48206
3498,48188
3902,48078
4131,47982
4147,47945
4180,47910
4346,47754
4434,47750
4486,47638
4577,47628
4651,46538
4797,46532
4916,46510
5096,46343
5198,46140
5367,46078
5662,46018
5760,45872
5982,45806
6010,45557
6205,45419
6227,45236
6318,25723
6416,25722
6493,25560
6591,25351
6623,25327
6631,25322
6681,25236
6783,25146
6784,25094
6916,25010
7052,24814
7118,24573
7179,24551
7380,24501
7404,24488
7444,24456
7445,24436
7518,24379
7577,24317
7601,24255
7614,24181
7909,24160
8052,23757
8160,23509
8187,23462
8256,23185
8388,23139
8651,23054
8865,23045
9166,23019
9229,22634
9309,22306
9375,22065
9478,21966
9505,21930
9990,21892
10015,21846
10143,21808
10147,21800
10207,17909
10330,17858
10358,17817
10536,17798
10577,17794
11023,17716
11069,17704
11343,17686
11354,17277
11911,17195
11923,17155
12070,16786
12102,16767
12273,16757
12395,16748
12970,16743
12988,16720
13141,16670
13386,16537
13771,16536
14392,16489
14507,16403
14560,16008
14634,15956
14794,15946
15108,15893
15749,15810
15810,15749
16238,15744
16485,15691
16594,15609
16732,15592
16803,15445
17087,15438
17103,15313
17146,14905
17331,14829
17371,14708
17385,14633
17404,14453
17444,14385
17560,14276
17597,14266
17686,13593
17948,13575
18054,13492
18159,13294
18275,13256
18298,13050
18317,13044
18508,13025
18605,13018
18908,13006
18931,12768
19007,12155
19052,12026
19107,11840
19144,11722
19175,11661
19538,11653
19652,11587
19884,11476
19937,11267
19959,11126
20127,11078
20207,10766
20279,10696
20350,10673
20435,10670
20661,10620
20764,10509
20818,10498
20960,10344
20983,10332
21076,10331
21384,10224
21477,10199
21709,10090
21728,10022
21756,9596
21811,9473
21882,9456
22215,9416
22221,9323
22306,9309
22545,9290
22821,8192
22824,7672
22939,7629
22940,7561
23127,7537
23142,7474
23313,7006
23347,6918
23479,6500
23530,6491
23553,6420
23766,6411
23775,6387
24533,6311
24554,6305
25118,6240
25126,6166
25183,6146
25273,6008
25324,5998
25597,5958
25758,5854
25874,5800
26169,5793
26297,5773
26385,5601
26433,5576
26731,5569
26843,5471
26869,5274
27070,5207
27136,5205
27139,4731
27220,4494
27382,4483
27391,4449
28067,4299
28305,4268
28314,4209
28334,4099
28494,4094
28569,3847
28685,3733
28858,3657
28943,3585
29065,3569
29285,3540
30034,3531
30265,3431
30404,3290
30411,3265
30835,3233
31180,3228
31364,3091
31365,2981
31368,2979
31411,2900
31442,2797
31491,2793
32043,2748
32271,2569
32440,2433
32447,2395
32805,2391
33132,2246
33250,2245
33253,1820
33272,1802
33325,1654
33353,1590
33548,1560
33685,1503
33715,1246
33951,644
34004,621
34177,64
34353,29
